oid,type,value
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2148966002,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2148966003,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2148966004,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149009129,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149013083,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149057218,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149067065,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149070312,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149070313,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149070324,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149070325,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149070326,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149070328,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149070329,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149070330,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149070331,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149070332,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149070333,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149118137,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149132606,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135798,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135799,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135800,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135801,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135802,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135803,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135804,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135805,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135806,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135807,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135808,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135809,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135810,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135811,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135812,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135813,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135814,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135815,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135816,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135817,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135818,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135819,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135820,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135821,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135822,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135823,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135824,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135825,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135826,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135827,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135828,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135829,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135830,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135831,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135832,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135833,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135835,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135837,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135840,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135841,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135842,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135843,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149135844,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149144679,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149183520,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149183521,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149183522,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149183684,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149183693,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149183694,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149183695,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149183696,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149183697,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149183698,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149183854,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149184107,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195235,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195236,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195237,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195238,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195239,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195240,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195241,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195242,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195243,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195244,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195245,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195248,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195250,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149195251,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149249035,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149406455,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149406456,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149406457,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149406458,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149469629,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149469630,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149469631,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149469632,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149469633,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149469634,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149469635,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149511366,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149511370,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149590756,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149656293,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722481,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722483,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722484,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722485,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722486,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722487,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722488,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722492,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722493,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722495,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722496,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722498,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722499,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722500,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722501,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722502,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722503,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722504,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722505,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149722508,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149724973,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149725012,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149725013,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149790512,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149790513,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149790514,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149790700,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149790701,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149790702,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791259,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791260,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791264,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791265,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791266,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791267,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791268,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791269,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791270,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791271,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791272,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791273,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791274,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791275,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791276,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791277,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791279,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791280,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791326,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791340,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149791471,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149859995,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149990667,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149990668,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149990669,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149990670,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149990671,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149990672,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149990673,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149990674,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149990675,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149990676,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149990677,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2149990678,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056103,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056104,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056105,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056106,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056107,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056108,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056109,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056110,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056111,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056112,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056113,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056114,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056115,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056116,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056117,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056118,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056119,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056120,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056121,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056122,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150056123,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150318081,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150327077,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834384,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834385,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834386,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834389,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834390,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834391,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834392,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834393,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834394,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834395,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834396,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834397,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834398,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834441,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834452,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834453,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834454,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834455,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834456,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834457,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834458,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834459,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834460,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834461,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834462,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834463,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834464,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834465,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834466,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834467,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834468,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834469,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834470,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834471,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834472,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834473,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834474,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834475,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834476,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834477,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834478,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834479,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834480,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150834481,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150887436,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150887437,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150887438,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2150887439,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2151166265,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2151166267,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2152011218,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2152011219,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2152011484,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2152930801,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2155039039,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2155039040,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2155878346,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2155943862,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156009408,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156069280,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156069281,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156069282,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156069283,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156078974,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156078975,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156078978,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156078979,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156079075,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156149662,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469530,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469531,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469532,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469533,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469534,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469535,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469536,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469537,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469538,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469539,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469540,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469541,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469542,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469543,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469544,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469545,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469546,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469547,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469548,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469549,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469550,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469551,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469552,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469553,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469554,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469555,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469556,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469557,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469558,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469559,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469560,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469561,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469562,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469563,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156469564,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2156527923,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2161006315,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2161006316,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2161006317,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2161006318,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164523711,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164523712,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164523713,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164523714,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164523744,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164533109,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164533111,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164533739,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164533740,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164533764,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164533765,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164533790,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164533791,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164533792,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164533801,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164533806,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164533807,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164542773,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164542774,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164542775,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164599102,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164599103,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164654783,Integer,1
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.100.2164654784,Integer,1
